lambda      alk
2.86663e+02 1.78122e-03
2.87013e+02 1.77726e-03
2.87364e+02 1.77331e-03
2.87715e+02 1.76937e-03
2.88066e+02 1.76544e-03
2.88418e+02 1.76152e-03
2.88770e+02 1.75761e-03
2.89123e+02 1.75370e-03
2.89476e+02 1.74981e-03
2.89830e+02 1.74593e-03
2.90184e+02 1.74205e-03
2.90538e+02 1.73818e-03
2.90893e+02 1.73432e-03
2.91249e+02 1.73048e-03
2.91604e+02 1.72664e-03
2.91960e+02 1.72281e-03
2.92317e+02 1.71898e-03
2.92674e+02 1.71517e-03
2.93032e+02 1.71137e-03
2.93390e+02 1.70757e-03
2.93748e+02 1.70379e-03
2.94107e+02 1.70001e-03
2.94466e+02 1.69624e-03
2.94826e+02 1.69248e-03
2.95186e+02 1.68873e-03
2.95546e+02 1.68499e-03
2.95907e+02 1.68126e-03
2.96269e+02 1.67753e-03
2.96631e+02 1.67382e-03
2.96993e+02 1.67011e-03
2.97356e+02 1.66642e-03
2.97719e+02 1.66273e-03
2.98083e+02 1.65905e-03
2.98447e+02 1.65537e-03
2.98811e+02 1.65171e-03
2.99176e+02 1.64806e-03
2.99542e+02 1.64441e-03
2.99908e+02 1.64077e-03
3.00274e+02 1.63714e-03
3.00641e+02 1.63352e-03
3.01008e+02 1.62991e-03
3.01376e+02 1.62631e-03
3.01744e+02 1.62271e-03
3.02112e+02 1.61913e-03
3.02481e+02 1.61555e-03
3.02851e+02 1.61198e-03
3.03221e+02 1.60842e-03
3.03591e+02 1.60486e-03
3.03962e+02 1.60132e-03
3.04333e+02 1.59778e-03
3.04705e+02 1.59426e-03
3.05077e+02 1.59074e-03
3.05450e+02 1.58722e-03
3.05823e+02 1.58372e-03
3.06196e+02 1.58022e-03
3.06570e+02 1.57674e-03
3.06945e+02 1.57326e-03
3.07320e+02 1.56979e-03
3.07695e+02 1.56633e-03
3.08071e+02 1.56287e-03
3.08447e+02 1.55943e-03
3.08824e+02 1.55599e-03
3.09201e+02 1.55256e-03
3.09579e+02 1.54913e-03
3.09957e+02 1.54572e-03
3.10336e+02 1.54231e-03
3.10715e+02 1.53892e-03
3.11094e+02 1.53552e-03
3.11474e+02 1.53214e-03
3.11855e+02 1.52877e-03
3.12236e+02 1.52540e-03
3.12617e+02 1.52204e-03
3.12999e+02 1.51869e-03
3.13381e+02 1.51535e-03
3.13764e+02 1.51201e-03
3.14147e+02 1.50869e-03
3.14531e+02 1.50537e-03
3.14915e+02 1.50205e-03
3.15300e+02 1.49875e-03
3.15685e+02 1.49545e-03
3.16071e+02 1.49216e-03
3.16457e+02 1.48888e-03
3.16843e+02 1.48561e-03
3.17230e+02 1.48234e-03
3.17618e+02 1.47909e-03
3.18006e+02 1.47584e-03
3.18394e+02 1.47259e-03
3.18783e+02 1.46936e-03
3.19173e+02 1.46613e-03
3.19562e+02 1.46291e-03
3.19953e+02 1.45970e-03
3.20344e+02 1.45649e-03
3.20735e+02 1.45329e-03
3.21127e+02 1.45010e-03
3.21519e+02 1.44692e-03
3.21912e+02 1.44374e-03
3.22305e+02 1.44057e-03
3.22698e+02 1.43741e-03
3.23093e+02 1.43426e-03
3.23487e+02 1.43111e-03
3.23882e+02 1.42798e-03
3.24278e+02 1.42484e-03
3.24674e+02 1.42172e-03
3.25071e+02 1.41860e-03
3.25468e+02 1.41549e-03
3.25865e+02 1.41239e-03
3.26263e+02 1.40930e-03
3.26662e+02 1.40621e-03
3.27061e+02 1.40313e-03
3.27460e+02 1.40005e-03
3.27860e+02 1.39699e-03
3.28261e+02 1.39393e-03
3.28662e+02 1.39087e-03
3.29063e+02 1.38783e-03
3.29465e+02 1.38479e-03
3.29868e+02 1.38176e-03
3.30271e+02 1.37874e-03
3.30674e+02 1.37572e-03
3.31078e+02 1.37271e-03
3.31482e+02 1.36971e-03
3.31887e+02 1.36671e-03
3.32293e+02 1.36372e-03
3.32698e+02 1.36074e-03
3.33105e+02 1.35776e-03
3.33512e+02 1.35480e-03
3.33919e+02 1.35183e-03
3.34327e+02 1.34888e-03
3.34735e+02 1.34593e-03
3.35144e+02 1.34299e-03
3.35554e+02 1.34006e-03
3.35963e+02 1.33713e-03
3.36374e+02 1.33421e-03
3.36785e+02 1.33130e-03
3.37196e+02 1.32839e-03
3.37608e+02 1.32549e-03
3.38020e+02 1.32260e-03
3.38433e+02 1.31971e-03
3.38847e+02 1.31683e-03
3.39260e+02 1.31396e-03
3.39675e+02 1.31109e-03
3.40090e+02 1.30823e-03
3.40505e+02 1.30538e-03
3.40921e+02 1.30253e-03
3.41338e+02 1.29969e-03
3.41754e+02 1.29686e-03
3.42172e+02 1.29403e-03
3.42590e+02 1.29121e-03
3.43008e+02 1.28839e-03
3.43427e+02 1.28559e-03
3.43847e+02 1.28279e-03
3.44267e+02 1.27999e-03
3.44687e+02 1.27720e-03
3.45108e+02 1.27442e-03
3.45530e+02 1.27165e-03
3.45952e+02 1.26888e-03
3.46375e+02 1.26612e-03
3.46798e+02 1.26336e-03
3.47221e+02 1.26061e-03
3.47645e+02 1.25787e-03
3.48070e+02 1.25513e-03
3.48495e+02 1.25240e-03
3.48921e+02 1.24968e-03
3.49347e+02 1.24696e-03
3.49774e+02 1.24425e-03
3.50201e+02 1.24154e-03
3.50629e+02 1.23884e-03
3.51057e+02 1.23615e-03
3.51486e+02 1.23346e-03
3.51915e+02 1.23078e-03
3.52345e+02 1.22811e-03
3.52775e+02 1.22544e-03
3.53206e+02 1.22278e-03
3.53638e+02 1.22012e-03
3.54070e+02 1.21747e-03
3.54502e+02 1.21483e-03
3.54935e+02 1.21219e-03
3.55369e+02 1.20956e-03
3.55803e+02 1.20694e-03
3.56237e+02 1.20432e-03
3.56673e+02 1.20170e-03
3.57108e+02 1.19910e-03
3.57544e+02 1.19650e-03
3.57981e+02 1.19390e-03
3.58418e+02 1.19131e-03
3.58856e+02 1.18873e-03
3.59295e+02 1.18615e-03
3.59733e+02 1.18358e-03
3.60173e+02 1.18102e-03
3.60613e+02 1.17846e-03
3.61053e+02 1.17590e-03
3.61494e+02 1.17335e-03
3.61936e+02 1.17081e-03
3.62378e+02 1.16828e-03
3.62821e+02 1.16575e-03
3.63264e+02 1.16322e-03
3.63707e+02 1.16070e-03
3.64152e+02 1.15819e-03
3.64596e+02 1.15569e-03
3.65042e+02 1.15318e-03
3.65488e+02 1.15069e-03
3.65934e+02 1.14820e-03
3.66381e+02 1.14572e-03
3.66829e+02 1.14324e-03
3.67277e+02 1.14077e-03
3.67725e+02 1.13830e-03
3.68175e+02 1.13584e-03
3.68624e+02 1.13338e-03
3.69075e+02 1.13093e-03
3.69525e+02 1.12849e-03
3.69977e+02 1.12605e-03
3.70429e+02 1.12362e-03
3.70881e+02 1.12119e-03
3.71334e+02 1.11877e-03
3.71788e+02 1.11635e-03
3.72242e+02 1.11394e-03
3.72696e+02 1.11154e-03
3.73152e+02 1.10914e-03
3.73608e+02 1.10674e-03
3.74064e+02 1.10435e-03
3.74521e+02 1.10197e-03
3.74978e+02 1.09959e-03
3.75436e+02 1.09722e-03
3.75895e+02 1.09485e-03
3.76354e+02 1.09249e-03
3.76814e+02 1.09014e-03
3.77274e+02 1.08779e-03
3.77735e+02 1.08544e-03
3.78196e+02 1.08310e-03
3.78658e+02 1.08077e-03
3.79121e+02 1.07844e-03
3.79584e+02 1.07612e-03
3.80047e+02 1.07380e-03
3.80512e+02 1.07148e-03
3.80976e+02 1.06918e-03
3.81442e+02 1.06687e-03
3.81908e+02 1.06458e-03
3.82374e+02 1.06228e-03
3.82841e+02 1.06000e-03
3.83309e+02 1.05772e-03
3.83777e+02 1.05544e-03
3.84246e+02 1.05317e-03
3.84715e+02 1.05090e-03
3.85185e+02 1.04864e-03
3.85656e+02 1.04639e-03
3.86127e+02 1.04414e-03
3.86598e+02 1.04189e-03
3.87071e+02 1.03965e-03
3.87543e+02 1.03742e-03
3.88017e+02 1.03519e-03
3.88491e+02 1.03296e-03
3.88965e+02 1.03074e-03
3.89440e+02 1.02853e-03
3.89916e+02 1.02632e-03
3.90392e+02 1.02412e-03
3.90869e+02 1.02192e-03
3.91347e+02 1.01972e-03
3.91825e+02 1.01753e-03
3.92303e+02 1.01535e-03
3.92782e+02 1.01317e-03
3.93262e+02 1.01100e-03
3.93743e+02 1.00883e-03
3.94223e+02 1.00666e-03
3.94705e+02 1.00450e-03
3.95187e+02 1.00235e-03
3.95670e+02 1.00020e-03
3.96153e+02 9.98054e-04
3.96637e+02 9.95915e-04
3.97122e+02 9.93780e-04
3.97607e+02 9.91650e-04
3.98092e+02 9.89525e-04
3.98579e+02 9.87405e-04
3.99065e+02 9.85289e-04
3.99553e+02 9.83178e-04
4.00041e+02 9.81073e-04
4.00529e+02 9.78972e-04
4.01019e+02 9.76875e-04
4.01509e+02 9.74784e-04
4.01999e+02 9.72697e-04
4.02490e+02 9.70616e-04
4.02982e+02 9.68538e-04
4.03474e+02 9.66466e-04
4.03967e+02 9.64398e-04
4.04460e+02 9.62335e-04
4.04954e+02 9.60277e-04
4.05449e+02 9.58223e-04
4.05944e+02 9.56174e-04
4.06440e+02 9.54130e-04
4.06936e+02 9.52091e-04
4.07433e+02 9.50056e-04
4.07931e+02 9.48025e-04
4.08429e+02 9.46000e-04
4.08928e+02 9.43979e-04
4.09428e+02 9.41962e-04
4.09928e+02 9.39950e-04
4.10429e+02 9.37943e-04
4.10930e+02 9.35940e-04
4.11432e+02 9.33942e-04
4.11934e+02 9.31948e-04
4.12438e+02 9.29959e-04
4.12941e+02 9.27974e-04
4.13446e+02 9.25994e-04
4.13951e+02 9.24019e-04
4.14456e+02 9.22048e-04
4.14963e+02 9.20081e-04
4.15470e+02 9.18119e-04
4.15977e+02 9.16161e-04
4.16485e+02 9.14208e-04
4.16994e+02 9.12259e-04
4.17503e+02 9.10315e-04
4.18013e+02 9.08375e-04
4.18524e+02 9.06439e-04
4.19035e+02 9.04508e-04
4.19547e+02 9.02581e-04
4.20059e+02 9.00659e-04
4.20572e+02 8.98741e-04
4.21086e+02 8.96827e-04
4.21600e+02 8.94917e-04
4.22115e+02 8.93012e-04
4.22631e+02 8.91112e-04
4.23147e+02 8.89215e-04
4.23664e+02 8.87323e-04
4.24182e+02 8.85435e-04
4.24700e+02 8.83552e-04
4.25218e+02 8.81673e-04
4.25738e+02 8.79798e-04
4.26258e+02 8.77927e-04
4.26779e+02 8.76060e-04
4.27300e+02 8.74198e-04
4.27822e+02 8.72340e-04
4.28344e+02 8.70486e-04
4.28868e+02 8.68636e-04
4.29391e+02 8.66791e-04
4.29916e+02 8.64950e-04
4.30441e+02 8.63112e-04
4.30967e+02 8.61279e-04
4.31493e+02 8.59451e-04
4.32020e+02 8.57626e-04
4.32548e+02 8.55805e-04
4.33076e+02 8.53989e-04
4.33605e+02 8.52177e-04
4.34135e+02 8.50368e-04
4.34665e+02 8.48564e-04
4.35196e+02 8.46764e-04
4.35728e+02 8.44968e-04
4.36260e+02 8.43176e-04
4.36793e+02 8.41388e-04
4.37326e+02 8.39605e-04
4.37861e+02 8.37825e-04
4.38395e+02 8.36049e-04
4.38931e+02 8.34277e-04
4.39467e+02 8.32509e-04
4.40004e+02 8.30746e-04
4.40541e+02 8.28986e-04
4.41079e+02 8.27230e-04
4.41618e+02 8.25478e-04
4.42158e+02 8.23730e-04
4.42698e+02 8.21986e-04
4.43238e+02 8.20246e-04
4.43780e+02 8.18510e-04
4.44322e+02 8.16778e-04
4.44865e+02 8.15050e-04
4.45408e+02 8.13325e-04
4.45952e+02 8.11605e-04
4.46497e+02 8.09888e-04
4.47042e+02 8.08176e-04
4.47588e+02 8.06467e-04
4.48135e+02 8.04762e-04
4.48682e+02 8.03061e-04
4.49230e+02 8.01363e-04
4.49779e+02 7.99670e-04
4.50329e+02 7.97980e-04
4.50879e+02 7.96294e-04
4.51429e+02 7.94612e-04
4.51981e+02 7.92934e-04
4.52533e+02 7.91259e-04
4.53086e+02 7.89589e-04
4.53639e+02 7.87922e-04
4.54193e+02 7.86259e-04
4.54748e+02 7.84599e-04
4.55303e+02 7.82943e-04
4.55860e+02 7.81291e-04
4.56416e+02 7.79643e-04
4.56974e+02 7.77998e-04
4.57532e+02 7.76358e-04
4.58091e+02 7.74720e-04
4.58650e+02 7.73087e-04
4.59211e+02 7.71457e-04
4.59772e+02 7.69831e-04
4.60333e+02 7.68208e-04
4.60895e+02 7.66590e-04
4.61458e+02 7.64974e-04
4.62022e+02 7.63363e-04
4.62586e+02 7.61755e-04
4.63151e+02 7.60150e-04
4.63717e+02 7.58550e-04
4.64284e+02 7.56952e-04
4.64851e+02 7.55359e-04
4.65419e+02 7.53769e-04
4.65987e+02 7.52183e-04
4.66556e+02 7.50600e-04
4.67126e+02 7.49020e-04
4.67697e+02 7.47445e-04
4.68268e+02 7.45872e-04
4.68840e+02 7.44304e-04
4.69413e+02 7.42739e-04
4.69986e+02 7.41177e-04
4.70560e+02 7.39619e-04
4.71135e+02 7.38064e-04
4.71710e+02 7.36513e-04
4.72287e+02 7.34965e-04
4.72863e+02 7.33421e-04
4.73441e+02 7.31880e-04
4.74019e+02 7.30343e-04
4.74598e+02 7.28809e-04
4.75178e+02 7.27279e-04
4.75758e+02 7.25752e-04
4.76340e+02 7.24228e-04
4.76921e+02 7.22708e-04
4.77504e+02 7.21191e-04
4.78087e+02 7.19678e-04
4.78671e+02 7.18168e-04
4.79256e+02 7.16661e-04
4.79841e+02 7.15158e-04
4.80427e+02 7.13658e-04
4.81014e+02 7.12162e-04
4.81602e+02 7.10669e-04
4.82190e+02 7.09179e-04
4.82779e+02 7.07692e-04
4.83369e+02 7.06209e-04
4.83959e+02 7.04730e-04
4.84550e+02 7.03253e-04
4.85142e+02 7.01780e-04
4.85735e+02 7.00310e-04
4.86328e+02 6.98843e-04
4.86922e+02 6.97380e-04
4.87517e+02 6.95920e-04
4.88112e+02 6.94463e-04
4.88709e+02 6.93010e-04
4.89305e+02 6.91559e-04
4.89903e+02 6.90112e-04
4.90502e+02 6.88668e-04
4.91101e+02 6.87228e-04
4.91701e+02 6.85790e-04
4.92301e+02 6.84356e-04
4.92903e+02 6.82925e-04
4.93505e+02 6.81498e-04
4.94107e+02 6.80073e-04
4.94711e+02 6.78652e-04
4.95315e+02 6.77233e-04
4.95920e+02 6.75818e-04
4.96526e+02 6.74406e-04
4.97132e+02 6.72998e-04
4.97740e+02 6.71592e-04
4.98348e+02 6.70190e-04
4.98956e+02 6.68790e-04
4.99566e+02 6.67394e-04
5.00176e+02 6.66001e-04
5.00787e+02 6.64611e-04
5.01399e+02 6.63224e-04
5.02011e+02 6.61840e-04
5.02624e+02 6.60459e-04
5.03238e+02 6.59082e-04
5.03853e+02 6.57707e-04
5.04468e+02 6.56336e-04
5.05085e+02 6.54967e-04
5.05702e+02 6.53602e-04
5.06319e+02 6.52239e-04
5.06938e+02 6.50880e-04
5.07557e+02 6.49524e-04
5.08177e+02 6.48170e-04
5.08798e+02 6.46820e-04
5.09419e+02 6.45473e-04
5.10041e+02 6.44129e-04
5.10664e+02 6.42787e-04
5.11288e+02 6.41449e-04
5.11913e+02 6.40114e-04
5.12538e+02 6.38781e-04
5.13164e+02 6.37452e-04
5.13791e+02 6.36125e-04
5.14418e+02 6.34802e-04
5.15047e+02 6.33481e-04
5.15676e+02 6.32164e-04
5.16306e+02 6.30849e-04
5.16936e+02 6.29537e-04
5.17568e+02 6.28228e-04
5.18200e+02 6.26922e-04
5.18833e+02 6.25619e-04
5.19467e+02 6.24319e-04
5.20101e+02 6.23022e-04
5.20737e+02 6.21728e-04
5.21373e+02 6.20436e-04
5.22009e+02 6.19148e-04
5.22647e+02 6.17862e-04
5.23285e+02 6.16579e-04
5.23925e+02 6.15299e-04
5.24565e+02 6.14021e-04
5.25205e+02 6.12747e-04
5.25847e+02 6.11476e-04
5.26489e+02 6.10207e-04
5.27132e+02 6.08941e-04
5.27776e+02 6.07678e-04
5.28421e+02 6.06417e-04
5.29066e+02 6.05160e-04
5.29713e+02 6.03905e-04
5.30360e+02 6.02653e-04
5.31007e+02 6.01404e-04
5.31656e+02 6.00158e-04
5.32305e+02 5.98914e-04
5.32956e+02 5.97673e-04
5.33607e+02 5.96435e-04
5.34258e+02 5.95199e-04
5.34911e+02 5.93967e-04
5.35564e+02 5.92737e-04
5.36218e+02 5.91510e-04
5.36873e+02 5.90285e-04
5.37529e+02 5.89063e-04
5.38186e+02 5.87844e-04
5.38843e+02 5.86628e-04
5.39501e+02 5.85414e-04
5.40160e+02 5.84203e-04
5.40820e+02 5.82995e-04
5.41481e+02 5.81789e-04
5.42142e+02 5.80586e-04
5.42804e+02 5.79386e-04
5.43467e+02 5.78188e-04
5.44131e+02 5.76993e-04
5.44796e+02 5.75800e-04
5.45461e+02 5.74611e-04
5.46128e+02 5.73424e-04
5.46795e+02 5.72239e-04
5.47463e+02 5.71057e-04
5.48131e+02 5.69878e-04
5.48801e+02 5.68701e-04
5.49471e+02 5.67527e-04
5.50142e+02 5.66356e-04
5.50814e+02 5.65187e-04
5.51487e+02 5.64020e-04
5.52161e+02 5.62857e-04
5.52835e+02 5.61696e-04
5.53510e+02 5.60537e-04
5.54187e+02 5.59381e-04
5.54863e+02 5.58227e-04
5.55541e+02 5.57076e-04
5.56220e+02 5.55928e-04
5.56899e+02 5.54782e-04
5.57579e+02 5.53639e-04
5.58261e+02 5.52498e-04
5.58942e+02 5.51360e-04
5.59625e+02 5.50224e-04
5.60309e+02 5.49090e-04
5.60993e+02 5.47960e-04
5.61678e+02 5.46831e-04
5.62364e+02 5.45705e-04
5.63051e+02 5.44582e-04
5.63739e+02 5.43461e-04
5.64428e+02 5.42343e-04
5.65117e+02 5.41227e-04
5.65807e+02 5.40113e-04
5.66499e+02 5.39002e-04
5.67191e+02 5.37894e-04
5.67883e+02 5.36788e-04
5.68577e+02 5.35684e-04
5.69271e+02 5.34582e-04
5.69967e+02 5.33484e-04
5.70663e+02 5.32387e-04
5.71360e+02 5.31293e-04
5.72058e+02 5.30201e-04
5.72757e+02 5.29112e-04
5.73456e+02 5.28025e-04
5.74157e+02 5.26941e-04
5.74858e+02 5.25859e-04
5.75560e+02 5.24779e-04
5.76263e+02 5.23702e-04
5.76967e+02 5.22627e-04
5.77672e+02 5.21554e-04
5.78378e+02 5.20484e-04
5.79084e+02 5.19416e-04
5.79791e+02 5.18351e-04
5.80500e+02 5.17288e-04
5.81209e+02 5.16227e-04
5.81919e+02 5.15168e-04
5.82629e+02 5.14112e-04
5.83341e+02 5.13058e-04
5.84054e+02 5.12006e-04
5.84767e+02 5.10957e-04
5.85481e+02 5.09910e-04
5.86196e+02 5.08866e-04
5.86912e+02 5.07823e-04
5.87629e+02 5.06783e-04
5.88347e+02 5.05745e-04
5.89066e+02 5.04710e-04
5.89785e+02 5.03676e-04
5.90506e+02 5.02645e-04
5.91227e+02 5.01617e-04
5.91949e+02 5.00590e-04
5.92672e+02 4.99566e-04
5.93396e+02 4.98544e-04
5.94121e+02 4.97524e-04
5.94847e+02 4.96507e-04
5.95573e+02 4.95491e-04
5.96301e+02 4.94478e-04
5.97029e+02 4.93468e-04
5.97758e+02 4.92459e-04
5.98489e+02 4.91453e-04
5.99220e+02 4.90448e-04
5.99951e+02 4.89446e-04
6.00684e+02 4.88446e-04
6.01418e+02 4.87449e-04
6.02153e+02 4.86453e-04
6.02888e+02 4.85460e-04
6.03625e+02 4.84469e-04
6.04362e+02 4.83480e-04
6.05100e+02 4.82493e-04
6.05839e+02 4.81509e-04
6.06579e+02 4.80526e-04
6.07320e+02 4.79546e-04
6.08062e+02 4.78568e-04
6.08805e+02 4.77592e-04
6.09548e+02 4.76618e-04
6.10293e+02 4.75646e-04
6.11038e+02 4.74676e-04
6.11785e+02 4.73709e-04
6.12532e+02 4.72743e-04
6.13280e+02 4.71780e-04
6.14029e+02 4.70819e-04
6.14779e+02 4.69860e-04
6.15530e+02 4.68903e-04
6.16282e+02 4.67948e-04
6.17035e+02 4.66995e-04
6.17789e+02 4.66044e-04
6.18543e+02 4.65095e-04
6.19299e+02 4.64149e-04
6.20055e+02 4.63204e-04
6.20813e+02 4.62262e-04
6.21571e+02 4.61321e-04
6.22330e+02 4.60383e-04
6.23090e+02 4.59446e-04
6.23851e+02 4.58512e-04
6.24613e+02 4.57580e-04
6.25376e+02 4.56650e-04
6.26140e+02 4.55721e-04
6.26905e+02 4.54795e-04
6.27671e+02 4.53871e-04
6.28437e+02 4.52949e-04
6.29205e+02 4.52029e-04
6.29974e+02 4.51110e-04
6.30743e+02 4.50194e-04
6.31514e+02 4.49280e-04
6.32285e+02 4.48368e-04
6.33057e+02 4.47458e-04
6.33831e+02 4.46550e-04
6.34605e+02 4.45643e-04
6.35380e+02 4.44739e-04
6.36156e+02 4.43837e-04
6.36933e+02 4.42937e-04
6.37711e+02 4.42038e-04
6.38490e+02 4.41142e-04
6.39270e+02 4.40247e-04
6.40051e+02 4.39355e-04
6.40833e+02 4.38464e-04
6.41615e+02 4.37576e-04
6.42399e+02 4.36689e-04
6.43184e+02 4.35804e-04
6.43969e+02 4.34921e-04
6.44756e+02 4.34040e-04
6.45543e+02 4.33161e-04
6.46332e+02 4.32284e-04
6.47121e+02 4.31409e-04
6.47912e+02 4.30536e-04
6.48703e+02 4.29664e-04
6.49496e+02 4.28795e-04
6.50289e+02 4.27927e-04
6.51083e+02 4.27061e-04
6.51879e+02 4.26197e-04
6.52675e+02 4.25335e-04
6.53472e+02 4.24475e-04
6.54270e+02 4.23617e-04
6.55069e+02 4.22760e-04
6.55870e+02 4.21906e-04
6.56671e+02 4.21053e-04
6.57473e+02 4.20202e-04
6.58276e+02 4.19353e-04
6.59080e+02 4.18506e-04
6.59885e+02 4.17661e-04
6.60691e+02 4.16817e-04
6.61498e+02 4.15976e-04
6.62306e+02 4.15136e-04
6.63115e+02 4.14298e-04
6.63925e+02 4.13462e-04
6.64736e+02 4.12627e-04
6.65548e+02 4.11795e-04
6.66361e+02 4.10964e-04
6.67175e+02 4.10135e-04
6.67990e+02 4.09308e-04
6.68806e+02 4.08482e-04
6.69623e+02 4.07659e-04
6.70441e+02 4.06837e-04
6.71260e+02 4.06017e-04
6.72080e+02 4.05198e-04
6.72900e+02 4.04382e-04
6.73722e+02 4.03567e-04
6.74545e+02 4.02754e-04
6.75369e+02 4.01943e-04
6.76194e+02 4.01133e-04
6.77020e+02 4.00326e-04
6.77847e+02 3.99520e-04
6.78675e+02 3.98715e-04
6.79504e+02 3.97913e-04
6.80334e+02 3.97112e-04
6.81165e+02 3.96313e-04
6.81997e+02 3.95516e-04
6.82830e+02 3.94720e-04
6.83664e+02 3.93926e-04
6.84499e+02 3.93134e-04
6.85335e+02 3.92344e-04
6.86172e+02 3.91555e-04
6.87011e+02 3.90768e-04
6.87850e+02 3.89982e-04
6.88690e+02 3.89199e-04
6.89531e+02 3.88417e-04
6.90373e+02 3.87637e-04
6.91217e+02 3.86858e-04
6.92061e+02 3.86081e-04
6.92906e+02 3.85306e-04
6.93753e+02 3.84532e-04
6.94600e+02 3.83760e-04
6.95449e+02 3.82990e-04
6.96298e+02 3.82221e-04
6.97149e+02 3.81455e-04
6.98000e+02 3.80689e-04
6.98853e+02 3.79926e-04
6.99706e+02 3.79164e-04
7.00561e+02 3.78403e-04
7.01417e+02 3.77645e-04
7.02273e+02 3.76888e-04
7.03131e+02 3.76132e-04
7.03990e+02 3.75378e-04
7.04850e+02 3.74626e-04
7.05711e+02 3.73876e-04
7.06573e+02 3.73127e-04
7.07436e+02 3.72379e-04
7.08300e+02 3.71634e-04
7.09165e+02 3.70889e-04
7.10032e+02 3.70147e-04
7.10899e+02 3.69406e-04
7.11767e+02 3.68667e-04
7.12637e+02 3.67929e-04
7.13507e+02 3.67193e-04
7.14379e+02 3.66458e-04
7.15251e+02 3.65725e-04
7.16125e+02 3.64994e-04
7.17000e+02 3.64264e-04
7.17875e+02 3.63535e-04
7.18752e+02 3.62809e-04
7.19630e+02 3.62084e-04
7.20509e+02 3.61360e-04
7.21389e+02 3.60638e-04
7.22270e+02 3.59917e-04
7.23153e+02 3.59198e-04
7.24036e+02 3.58481e-04
7.24920e+02 3.57765e-04
7.25806e+02 3.57051e-04
7.26692e+02 3.56338e-04
7.27580e+02 3.55627e-04
7.28469e+02 3.54917e-04
7.29359e+02 3.54209e-04
7.30249e+02 3.53502e-04
7.31141e+02 3.52797e-04
7.32035e+02 3.52093e-04
7.32929e+02 3.51391e-04
7.33824e+02 3.50690e-04
7.34720e+02 3.49991e-04
7.35618e+02 3.49293e-04
7.36516e+02 3.48597e-04
7.37416e+02 3.47903e-04
7.38317e+02 3.47209e-04
7.39218e+02 3.46518e-04
7.40121e+02 3.45827e-04
7.41025e+02 3.45139e-04
7.41931e+02 3.44451e-04
7.42837e+02 3.43766e-04
7.43744e+02 3.43081e-04
7.44653e+02 3.42398e-04
7.45562e+02 3.41717e-04
7.46473e+02 3.41037e-04
7.47385e+02 3.40358e-04
7.48298e+02 3.39681e-04
7.49212e+02 3.39006e-04
7.50127e+02 3.38332e-04
7.51043e+02 3.37659e-04
7.51960e+02 3.36988e-04
7.52879e+02 3.36318e-04
7.53799e+02 3.35649e-04
7.54719e+02 3.34982e-04
7.55641e+02 3.34317e-04
7.56564e+02 3.33653e-04
7.57488e+02 3.32990e-04
7.58414e+02 3.32329e-04
7.59340e+02 3.31669e-04
7.60267e+02 3.31010e-04
7.61196e+02 3.30353e-04
7.62126e+02 3.29697e-04
7.63057e+02 3.29043e-04
7.63989e+02 3.28390e-04
7.64922e+02 3.27739e-04
7.65856e+02 3.27089e-04
7.66792e+02 3.26440e-04
7.67728e+02 3.25793e-04
7.68666e+02 3.25147e-04
7.69605e+02 3.24502e-04
7.70545e+02 3.23859e-04
7.71486e+02 3.23217e-04
7.72429e+02 3.22577e-04
7.73372e+02 3.21938e-04
7.74317e+02 3.21300e-04
7.75263e+02 3.20663e-04
7.76210e+02 3.20028e-04
7.77158e+02 3.19395e-04
7.78107e+02 3.18762e-04
7.79058e+02 3.18132e-04
7.80009e+02 3.17502e-04
7.80962e+02 3.16874e-04
7.81916e+02 3.16247e-04
7.82871e+02 3.15621e-04
7.83827e+02 3.14997e-04
7.84785e+02 3.14374e-04
7.85743e+02 3.13752e-04
7.86703e+02 3.13132e-04
7.87664e+02 3.12513e-04
7.88626e+02 3.11895e-04
7.89589e+02 3.11279e-04
7.90554e+02 3.10664e-04
7.91519e+02 3.10050e-04
7.92486e+02 3.09438e-04
7.93454e+02 3.08827e-04
7.94423e+02 3.08217e-04
7.95394e+02 3.07608e-04
7.96365e+02 3.07001e-04
7.97338e+02 3.06395e-04
7.98312e+02 3.05790e-04
7.99287e+02 3.05187e-04
8.00263e+02 3.04585e-04
8.01241e+02 3.03984e-04
8.02220e+02 3.03384e-04
8.03199e+02 3.02786e-04
8.04181e+02 3.02189e-04
8.05163e+02 3.01593e-04
8.06146e+02 3.00999e-04
8.07131e+02 3.00406e-04
8.08117e+02 2.99814e-04
8.09104e+02 2.99223e-04
8.10092e+02 2.98634e-04
8.11082e+02 2.98046e-04
8.12073e+02 2.97459e-04
8.13064e+02 2.96873e-04
8.14058e+02 2.96288e-04
8.15052e+02 2.95705e-04
8.16048e+02 2.95123e-04
8.17044e+02 2.94542e-04
8.18042e+02 2.93963e-04
8.19042e+02 2.93385e-04
8.20042e+02 2.92808e-04
8.21044e+02 2.92232e-04
8.22047e+02 2.91657e-04
8.23051e+02 2.91084e-04
8.24056e+02 2.90512e-04
8.25063e+02 2.89941e-04
8.26070e+02 2.89371e-04
8.27079e+02 2.88802e-04
8.28090e+02 2.88235e-04
8.29101e+02 2.87669e-04
8.30114e+02 2.87104e-04
8.31128e+02 2.86540e-04
8.32143e+02 2.85977e-04
